,X,Y,type,B1,B4,B7,Ag,B,Al2O3,As,Au,Ba,Be,Bi,CaO,Cd,Co,Cr,Cu,F,Fe2O3,Hg,K2O,La,Li,MgO,Mn,Mo,Na2O,Nb,Ni,P,Pb,Sb,SiO2,Sn,Sr,Th,Ti,U,V,W,Y2,Zn,Zr,Gravity,Magnetic
59,303000,4666000,0,13116,13740,16158,37.6917,21.7921009,12.0874996,4.74544,0.488314,808.723999,2.0462699,0.2724,2.5599101,58.1711006,6.48983,31.2005005,14.7483997,301.2630005,2.4035399,16.2625999,3.5469201,22.5825996,21.9414005,1.53694,372.7999878,0.610949,3.5162899,10.2235003,25.9766998,392.5090027,19.8610992,0.467585,67.3627014,2.2904501,291.1669922,8.3115597,2149.52002,1.94493,49.9706993,1.0707901,21.5774994,33.5876999,155.5740051,-146.6620026,-187.1269989
60,301000,4665000,0,13115,13647,16324,40,35,11.6199999,8.3999996,0.82,775,2,0.32,3.6500001,50,7.6999998,52,18.8999996,380,3.04,18,2.74,25,27.2999992,2.1600001,470,0.73,3.6600001,10,24,611,17,0.82,66.0500031,3,400,9,2787,2.79,71,1.01,21,49,186,-145.625,-195.8200073
61,285000,4651000,0,13368,14970,18395,51,6.4190001,11.5200005,1.4,0.69,313,2.2,0.0900001,0.83,20,1,6.5999999,3.4000001,288,0.72,2,4.5500002,10.3999996,15.5,0.19,130,0.41,3.1700001,5.9000001,3.5,104,20.3999996,0.28,78.8499985,1.6720001,101,7.9000001,452,1.7,4.8000002,0.49,22.5,21.8999996,64,-135.6040039,-68.933197
62,281000,4650000,0,13714,15733,18552,66.4042969,7.8254399,11.4975004,2.1329,0.378552,336.6560059,2.61289,0.365307,1.2357,39.9164009,2.6047599,11.335,6.1412201,459.4410095,1.21171,2.6237199,4.0293002,13.2389002,20.4545002,0.463098,193.2680054,0.516575,3.3815501,7.4825501,6.0180302,146.3789978,15.7903004,0.310973,77.0684967,2.3699901,133.9160004,9.0525599,923.8209839,2.0144501,16.4179001,0.822123,27.5806007,34.9709015,86.299202,-138.7259979,-69.5935974
63,282000,4650000,0,13625,15287,18107,60.7514992,7.46699,11.8326998,1.95005,0.404635,380.7720032,2.4286001,0.284317,1.28142,38.0373001,2.5750501,10.2753,5.5251598,439.1650085,1.21465,2.35724,4.1188698,13.0502005,20.2891998,0.454652,195.2510071,0.460726,3.3896401,7.3821702,5.8536601,149.2510071,15.6855001,0.274652,76.8843994,2.1282599,142.8200073,8.8786297,929.822998,1.94645,16.0575008,0.715726,26.3859997,31.7404995,85.8919983,-137.9929962,-66.4505997
64,283000,4650000,0,14089,16431,19030,54.9123001,7.0152702,12.1524,1.78606,0.438057,424.526001,2.2453201,0.201918,1.31566,36.3535004,2.49404,8.99613,4.8196602,417.5559998,1.19989,2.14325,4.2181602,12.8408003,20.2278004,0.432348,194.3869934,0.397364,3.39574,7.3008699,5.59658,150.0899963,15.5270004,0.235563,76.7875977,1.8578,150.6829987,8.6064301,922.21698,1.8589799,15.2087002,0.604888,25.2411003,27.7187004,87.027298,-136.2960052,-67.6287003
65,284000,4650000,0,18311,17730,19316,52.3577995,7.2590098,11.6373997,1.63614,0.474973,384.1040039,2.15358,0.186438,1.1572599,30.3602009,1.94675,7.53267,4.2252498,380.6069946,0.986541,2.1071601,4.2239099,11.9612999,18.0762997,0.321839,167.1580048,0.377849,3.2629299,6.7431998,4.8289499,126.2659988,16.3421993,0.215929,77.9886017,1.69522,135.4389954,8.9891901,723.8969727,1.90001,11.1057997,0.546435,24.1362,24.4409008,76.9355011,-135.8509979,-63.9025002
66,285000,4650000,0,13516,15148,17833,50.0125999,7.7684398,11.2238998,1.49554,0.509055,351.428009,2.06815,0.167216,1.04877,24.6938,1.5583301,6.65447,3.90113,341.1090088,0.826155,2.0564799,4.18049,11.3191996,16.0067005,0.251097,150.5700073,0.369459,3.15837,6.2378898,4.2607098,108.4580002,16.9685001,0.20128,79.016098,1.55509,123.9970016,9.3725996,568.2520142,1.94739,8.37076,0.497931,23.052,21.8505001,68.1914978,-135.2129974,-67.7469025
67,287000,4650000,0,15025,19406,22580,47.8418007,6.5692101,11.3495998,1.48561,0.444229,411.29599,1.83875,0.219552,1.3958,26.4354992,1.80054,7.3028202,4.8373399,296.756012,1.00484,2.0795801,3.9821801,11.3097,14.9721003,0.318319,172.0890045,0.405001,3.14079,5.6679602,4.0138898,123.0049973,15.7665997,0.194431,77.7294006,1.44164,134.9819946,8.1619301,642.4019775,2.0497601,12.3547001,0.501907,21.2735004,23.9489994,72.5149994,-134.8919983,-62.2420998
68,288000,4650000,0,13920,16569,19780,46.9639015,8.78234,11.9642,1.83797,0.397496,495.9599915,1.7250201,0.17993,1.59245,31.4605007,2.35694,8.5031404,5.6710501,277.6570129,1.432,2.17857,3.79581,12.3603001,14.7287998,0.472435,203.9530029,0.527082,3.3852999,5.9142499,4.7569199,159.276001,14.9609003,0.194629,76.4021988,1.40464,163.6360016,8.0000296,848.2390137,2.0927801,19.0009995,0.544635,20.7395,28.0097008,80.1053009,-134.8119965,-60.5656013
69,280000,4649000,0,13609,15542,18683,69.0653992,7.7517099,11.2754002,2.44344,0.340139,311.9089966,2.6954999,0.370668,1.18829,35.6562996,2.6183801,11.0054998,6.7464099,503.0859985,1.14723,2.5434,3.8817599,13.7828999,20.3722992,0.465248,187.5529938,0.518102,3.3849399,7.6474099,5.7697601,141.0070038,14.7412004,0.350037,78.223999,2.5442901,133.9929962,9.8071404,852.7420044,2.27198,16.1033001,0.839045,29.0400009,35.175499,78.3797989,-140.1569977,-70.803299
70,281000,4649000,0,13674,15427,18506,60,7.0510001,11.5699997,1.9,0.39,375,2.3,0.38,1.33,55,2.7,8.6999998,4.6999998,606,1.23,3,3.95,13.3999996,20.6000004,0.44,199,0.41,3.4100001,7.4000001,5.9000001,159,13.3000002,0.25,77,2.161,151,8.6000004,945,1.8,16.1000004,0.57,26.1000004,29.7999992,83,-138.2720032,-68.6224976
71,282000,4649000,0,13382,15058,18270,57.9730988,7.6349702,11.9777002,1.91623,0.402953,411.571991,2.25613,0.282776,1.40286,39.6739998,2.9656899,10.7004995,5.64853,508.9630127,1.29978,2.4068501,3.98241,13.8354998,20.3936005,0.520965,215.6549988,0.408508,3.4465001,7.4677401,6.2500801,166.8439941,14.2825003,0.262163,76.8519974,1.96863,153.8910065,8.6681995,1009.080017,1.9266,18.5534,0.616398,25.5366993,31.5177994,88.1218033,-137.2850037,-75.0533981
72,283000,4649000,0,13777,15592,18541,52,6.118,12.79,1.9,0.41,530,2.0999999,0.16,1.5700001,38,3.0999999,9,4.9000001,528,1.37,2,4.2600002,13.8999996,22.7000008,0.49,218,0.3,3.53,8.1000004,6.0999999,191,15.1000004,0.2,75.7200012,1.645,177,9.3999996,1110,2,18.1000004,0.48,25.6000004,29.2000008,106,-136.3379974,-87.6335983
73,284000,4649000,0,13776,15777,18400,50.3664017,8.06987,11.6266003,1.5602,0.430569,412.3680115,2.03193,0.189726,1.25772,28.9118004,2.27613,8.2365999,4.47089,420.9660034,1.04498,2.11655,4.0565701,12.5487003,17.8866997,0.371827,182.8350067,0.353516,3.3109901,6.8262601,5.3436799,138.4759979,14.9329996,0.195988,78.2855988,1.53274,147.2100067,9.4309702,783.8449707,1.9639601,13.2564001,0.507554,23.7467995,24.4349003,79.1585007,-135.5859985,-88.1306992
74,285000,4649000,0,13617,15139,17898,46,11.7220001,10.21,1.4,0.39,318,1.9,0.17,0.86,21,1.4,5.3000002,3.4000001,358,0.65,2,3.9300001,10.6000004,13.6999998,0.17,128,0.32,3,6,4.5999999,80,15.3999996,0.11,81.4199982,1.226,129,12.3999996,411,2.2,5.5999999,0.44,22.7000008,17.2999992,55,-135.227005,-82.7837982
75,288000,4649000,0,14390,16700,20058,44.1778984,6.81951,11.9912004,1.22089,0.335453,541.4689941,1.6955,0.143488,1.51328,22.5000992,1.95251,7.4992399,4.5996299,295.75,1.2824,2.1026599,4.0153198,11.5627003,14.8855,0.343368,176.9779968,0.406307,3.4151499,5.9171901,4.4560199,148.2169952,14.7344999,0.122141,77.0943985,1.2210701,160.8079987,7.7195702,674.2810059,1.8813601,14.3225002,0.521383,20.7544994,26.3094997,77.9122009,-134.8919983,-51.2048988
76,289000,4649000,0,14646,17330,20018,41,7.0510001,12.4300003,0.93,0.2,671,1.6,0.073,1.67,18,2,6.5,3.8,224,1.73,2,4.29,10.5,15.1000004,0.32,174,0.4,3.54,6.1999998,4.8000002,173,14.3000002,0.068,76.0999985,1.026,175,7.5,663,1.9,14.3000002,0.54,20.8999996,24.8999996,86,-134.9640045,-44.2293015
77,290000,4649000,0,14212,16469,18791,44.0984993,9.6144896,12.3547001,1.97158,0.285682,604.2719727,1.6036,0.151363,1.7541,26.9139004,2.93099,9.9925299,6.2271399,250.6360016,1.95322,2.76159,3.7116101,13.1859999,14.0213003,0.578486,219.3040009,0.581627,3.6569099,6.2627401,5.7395601,195.6320038,14.4111004,0.15545,75.5817032,1.24282,181.4609985,7.9207301,988.2630005,2.0381801,24.0151005,0.563533,19.7961998,30.8379002,82.3398972,-134.9660034,-40.5758018
78,280000,4648000,0,13667,15622,18973,65.8940964,10.2608004,11.7173996,2.7894299,0.356774,343.5969849,2.5214901,0.393932,1.46498,34.7106018,3.85359,15.9896002,8.4182701,514.7050171,1.4931999,2.49998,3.5264001,15.9109001,19.8106995,0.758578,257.2120056,0.481793,3.5042901,7.7000299,7.4785299,175.1750031,13.4393997,0.361801,77.3085022,2.3708401,150.2480011,8.7572098,1117.619995,2.2107699,26.1215,0.85683,27.218399,37.3611984,86.3210983,-139.7059937,-53.6251984
79,281000,4648000,0,13492,15111,18173,61.1822014,10.526,12.1238003,2.41466,0.374249,384.9299927,2.2558999,0.387388,1.68133,40.5517998,4.5490999,18.3504009,8.56915,523.0349731,1.74259,2.3936601,3.4086201,16.4167995,19.4328995,0.916785,302.5490112,0.463479,3.54655,7.5665102,8.5764999,203.4380035,12.1775999,0.339975,76.0831985,2.14469,163.0460052,7.9713702,1327.339966,2.0273099,31.8978004,0.767147,24.6103001,37.6077003,89.9375992,-137.6569977,-65.5702972
